FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
3639,REC203828,Hankin Fire Lookout,RR - Recreation Reserve,Y,20191105,,SMITHERS,0,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,"Cabin is open with COVID-19 restrictions in place, adhere to posted signage and bring a mask! Please contact Bulkley Backcountry Ski Society for more information.","Hankin Fire Lookout is at an elevation of +/- 1419 meters, with great views of the valley and coastal mountain range. There is a small fee for overnight use.",,54.880103,-127.569257,,31315058,206945.5041133489,6091015.960847976
3641,REC1993,BOUNDARY LAKE,SIT - Recreation Site,N,,,CLEARWATER,2,RDHW,Headwaters,Thompson Rivers Natural Resource District,,"A small, 2 unit treed site with facilities. Gravel boat launch.","In Clearwater on Yellowhead Hwy 5, turn west onto Old North Thompson Highway Road.  Turn north onto Camp Two Road for 1.4 km, then take TFL 18 Road 2 out of Clearwater. Proceed 37.5  km, then turn left onto Road 7. Proceed 3 km and turn right onto Road 7B for 1km.  Find the site on the left at 1 km. Use caution: Road 2 is an active log hauling road.",51.729127999999996,-120.556302,,31315060,668760.0000363267,5733738.00000875
3649,REC1409,SHERE LAKE,SIT - Recreation Site,N,,,DUNSTER,0,RDHW,Headwaters,Prince George Natural Resource District,,Small open DAY USE ONLY site. Foot access to small fishing lake. No fires allowed.,"From Valemount, proceed north on Yellowhead Highway 5 for 8km and turn left onto Blackman Road.  Continue for 10km and turn left onto Old Tete Jaune Cache Rd.  Proceed 2.5km and find the site access road just across the train tracks on the right.",53.034727,-119.607393,,31315068,727459.6470003903,5881517.002450944
4091,REC5940,CANOE CREEK,SIT - Recreation Site,N,,,TOFINO,0,RDSI,Sunshine Coast/South Island,South Island Natural Resource District,,A short trail through old growth forest along the Kennedy River that leads to a large cedar.,"Turn onto the Pacific Rim Highway headed to Tofino/Ucluelet. Continue for 60km and site will be on the left, there is a large pull-out area for parking.",49.173305,-125.398877,,31315510,325157.00001814007,5449491.99999129
4109,REC1752,STONEY LAKE,SIT - Recreation Site,N,,,ENDERBY,0,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,"This timbered site has poor access with fishing opportunities. Electric motors only allowed.",From Enderby take the Mabel Lake Rd and turn left onto the Beattie FSR. After 4.6 km you come to the Holiday/Noreen Jct and you take the Holiday fork. The road gets very rough in places. Stoney Lake is 1.7 km past Holiday Lake.,50.710899,-118.704425,,31315528,803231.8417908921,5626481.542862385
3675,REC0299,TAMIHI RAPIDS,SIT - Recreation Site,N,,,CHILLIWACK,11,RDCK,Chilliwack,Chilliwack Natural Resource District,,"A beautiful and easily accessible small group campground along the Chilliwack River and Chilliwack Lake Road.  This site is a favourite for those involved in water sport activities and community events. This site has 8 walk-in tenting sites and 3 vehicle sites.Reservations can be made on-line for Tamihi Rapids and the Rapids Staging Area. These are CASH ONLY sites. For reservations, additional information and updates, please visit www.chilliwackvalleycampsites.ca.  For all other inquiries phone: (604) 824-0576 or email: thurstonmeadows@yahoo.ca Tamihi Rapids does not have an on-site host. NOTE - This site is open year round.",Follow the Trans-Canada Hwy (Hwy 1) East from Vancouver and take Exit 119 onto Vedder Road.  Turn left at Chilliwack Lake Road and drive 12 km.  The site is located directly to the left once you cross the Tamihi Bridge.,49.071721,-121.826371,,31315094,585718.0000364166,5436091.999955933
3686,REC0527,TALTZEN LAKE,SIT - Recreation Site,N,,,SMITHERS,4,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,,A small grassy 4 unit campsite with a boat launch. While canoeing and fishing on the lake  be sure to keep watch for beavers and waterfowl.,"From Smithers, head west on Highway 16 for 23 km. Turn left onto Kitseguecla Loop Road and follow for 750 meters to the turnoff for Kitseguecla Lake Road. Follow Kitsequecla Lake Road, crossing the railroad, for 13 km to a signboard indicating Kitsequecla Lake and Taltzen Lake Recreation Sites. Turn left here and follow this secondary road for less than 200 meters to the site.",54.931059999999995,-127.517333,,31315105,210639.55450874136,6096464.028005729
4148,REC5347,BAIRD BROOK TRAIL,RTR - Recreation Trail,N,,,PARSON,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"The trail starts 8.3km up the Spillimacheen River Hiking Trail.  It travels up a valley with Copperstain Mountain (2608 m / 8556 ft) towering to North  and leads to a small shelter, Baird Brook cabin, at an elevation of 2159m.","To get to the Spillimacheen River Hiking trail:  Traveling from Hwy 95 at the community of Parson, turn onto Parson River Crossing for 1.7km.  This road turns into Crestbrook Rd.  Travel approximately 15km, when Crestbrook Rd ends and intersects the Spillimacheen FSR.  Go right (northwest) on the Spillimacheen FSR for 39km.  Take a logging road on the right.  (This will keep you on the north side of the river.  If you cross the river and start heading south, you missed the turn.)  Follow this road for about 5km and you will arrive at the trail head.  Hike 8.3km and the trail will fork.  Take the right fork to Baird Brook cabin, or the left fork to Purcell Mountain Lodge.",51.266980999999994,-117.29779500000001,,31315567,897677.8976180442,5694974.448859664
5065,REC16098,HUNTERS RANGE,RTR - Recreation Trail,N,,,ENDERBY,0,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,"This trail system utilizes old roads to alpine and semi-alpine areas of Hunter's Range. The trails are groomed by the local snowmobile club. A club chalet is located on the trail system. The trails comprise of about 55 km.   Hunters Range Snowmobile Association",Travel Time: +/-30 minutes from Enderby,50.563412,-119.038781,,31316484,780514.4433293887,5608771.088056278
1817,REC2204,EDWARDS LAKE,SIT - Recreation Site,N,,,GRASMERE,6,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"This is a small, shallow lake, fed at the north end by a picturesque, shaded stream with moss covered rocks. The north end of  the lake has marshy edges which attract herons and waterfowl and make this lake a good bet for bird-watching. The remainder of the lake is surrounded by mature Douglas Fir and Spruce forest. There are two shaded sites near the stream and one open site in a meadow site on the lakeshore. This lake is very popular with fishermen and there is also private property along the shoreline.Electric motors only.","Travelling from Cranbrook on Hwy 3, turn south on Hwy 93 at Elko.  Travel south until you see the Grasmere Store.  Turn right on the Grasmere/Dorr Road and travel past the small school house within the first 200 m. Follow the Grasmere/Dorr road around to the left.  The access road to the recreation site is on the right within the first 2 km.",49.09889,-115.102998,,31313236,1076198.6987052755,5468551.158819488
1818,REC2388,Clearwater Nordic Staging Area,SIT - Recreation Site,N,,,NELSON,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"This is the main parking lot and staging area for access to the Clearwater and Euphrates trails.  This is a winter cross-country ski area run by the Nelson Nordic Ski Club. Memberships or daily fees are required to use the network of trails, including the Clearwater and Euphrates trails.","From Nelson, 10kilometres south from Hwy#6.From Salmo, head north on highway #6 for 23.0 km. Cross Hall Creek and turn right into the parking area. From Nelson, travel south on highway #6 for 8.0 km and turn left into the parking area.",49.404872,-117.203907,,31313237,920383.8830167498,5488636.315834491
1830,REC1662,SILVER LAKE,SIT - Recreation Site,N,,,PEACHLAND,6,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,Recreation site with six campsites.  The site has a cartop boat launch. Silver Lake is electric motors only.,Follow Hwy 97 to Peachland  turn onto Princeton Ave travel for +/- 6.6 km and onto Brenda Mines Road for +/- 10.5 km and onto Silver Lake FSR for +/- 2 km.,49.828098999999995,-119.835003,,31313249,727614.4892118654,5524324.2230018405
1865,REC5747,RADIUM WETLANDS,SIT - Recreation Site,N,,,INVERMERE,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,A day use site with parking and no facilities. The site provides a panoramic vista over the Columbia Valley and wetlands.,"A short but rough 3km drive. Leave Radium by driving west along the Forster's Landing Road. Once you leave the paved road, the road changes names to Horsethief Forest Service Road.  After the 2 km mark, take the right fork, and another right to a small parking area. Walk 100 metres to overlook the Columbia Valley.",50.634558,-116.11419599999999,,31313284,986729.1777328218,5631848.787268772
1706,REC16159,Whip me snip me,RTR - Recreation Trail,N,,,WHISTLER,0,RDSQ,Squamish,Sea to Sky Natural Resource District,,,,50.129892999999996,-122.992403,,31313125,500543.0000451033,5553072.999957996
1714,REC1514,EJAS LAKE,SIT - Recreation Site,N,,,CLEARWATER,3,RDHW,Headwaters,Thompson Rivers Natural Resource District,,Three unit open area campsite popular for fishing and hunting.  Drive-through access road.,"From Clearwater on Yellowhead Hwy 5, turn west onto Old North Thompson Highway Road. Turn north onto Camp Two Road for 1.4 km, then take TFL 18 Road 2 out of Clearwater. Proceed 29.5  km, then turn right onto Road 20. Proceed 20 km and turn left onto Road 9.  Find the access road to the site on the right before 1 km. Use caution: Road 2 is an active log hauling road.",51.848141,-120.330331,,31313133,683877.9999575097,5747517.999978576
1720,REC1191,Finlay Bay,SIT - Recreation Site,N,,,MACKENZIE,19,RDPG,Prince George-Mackenzie,Mackenzie Natural Resource District,,"This large site is sheltered under a mature mixed forest canopy out on a point of land where the Peace Reach Arm joins the main body of the Williston Lake. A scenic view from this location.  The sites are well developed and provide the basic amenities of 4 pit toilets, tables and fire rings. A Gravel boat launch provides easy access to the lake.",North (Northwest) of Mackenzie. The site is located at ~94kms on the Parsnip West Forest Service Road (at the end of the road - 2 wheel drive access).,55.986101,-123.815747,,31313139,449105.9999653509,6204833.000003743
1739,REC32345,MAYSON LAKE NORTH,SIT - Recreation Site,N,,,BARRIERE,6,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"ALL DOGS MUST BE ON A LEASH AT ALL TIMES (for all Kamloops Recreation Sites). No reserving or holding of campsites, all sites are first come, first serve.Also known as the ""horse camp,"" this site is used by horseback riders to camp and ride in the area.","Alternate route to campsite, take the Darlington FSR out of Darfield, travel to 15.5K, turn left onto Powder Main, travel down to 48.5K onto Jamieson FSR This site located at the approx. 50 km mark on the Jamieson Creek Forest Service Road. This road is 2WD, but a 4WD is recommended as it is rough access.",51.226869,-120.391655,,31313158,682118.9999732082,5678286.99999925
1753,REC6052,THIRD LAKE,SIT - Recreation Site,N,,,MERRITT,4,RDCS,Cascades,Cascades Natural Resource District,,"Found on the northwest shore of Third Lake, the recreation site is popular with fishermen, campers, and hunters. Has open sunny sites and can accomodate large camping units.","From Merritt take Hwy 97C/ Hwy 8 west out of town for 8 kms. Turn right onto Aberdeen Road. Stay right at 6 kms. Kilometer boards start and the road becomes the Skuhun-Pimainus Forest Service Road at the 7 km mark.  Follow the Pimainus mainline staying left at 19 km and 23.5 km. Go right at 27 km. Left at 38.5 and left again at 41.2 to the site.",50.39982,-121.13302999999999,,31313172,632682.9999543424,5584751.999971146
1760,REC1148,BEAVER LAKE,SIT - Recreation Site,N,,,FORT NELSON,6,RDPC,Peace - Ft. Nelson,Fort Nelson Natural Resource District,,"The Beaver Lake Recreation Site, offers camping, day user area and fishing opportunities.  The site has had a major works project completed inthe Fall of 2008. The works consisted of improving the access road, standardizing the camp site pads, 2 new privies, day use area and communal fire pit, and a floating dock.","From the Town of Fort Nelson, drive north on the Alaska Hwy (approx 15 minutes), to Hwy 77 (aka, Liard Hwy or 317 Road), turn right at the Beaver Lake Recreation Site Hwy sign, continue north on Hwy 77 to the 10 km marker and turn right at the Beaver Lake 3-blade Recreation Site sign.  The site is approx 200 meters in off the hwy.",58.975508,-123.174752,,31313179,489952.9999560418,6537338.000018791
1774,REC0469,GOAT LAKE,SIT - Recreation Site,N,,,POWELL RIVER,8,RDSI,Sunshine Coast/South Island,Sunshine Coast Natural Resource District,,A small site on the shores of a Goat Lake.  This is at the end of the most difficult and last portage of the Powell Forest Canoe Route.,"From Windsor Lake, follow the portage to Goat Lake",50.027532,-124.292424,,31313193,407429.99997496605,5542491.999951978
1804,REC6053,PIMAINUS LAKE EAST,SIT - Recreation Site,N,,,MERRITT,3,RDCS,Cascades,Cascades Natural Resource District,,"This recreation site is used mainly by fishermen, hunters and campers. There is a mixed pine/spruce forest surrounding the lake but the campsite was logged due to the presence of Mountain Pine beetle so there are very few trees there. The road into the site is a bit steep and the campsite itself is more suitable for truck campers, small trailer and tenters.  Pimainus Lake is one of four lakes in a chain.","From Merritt take Hwy 97C/ Hwy 8 west out of Merritt for 8 km. Turn right onto the paved Aberdeen Road and which then turns in to the Pimainus Forest Service Road at kilometre 7 which is gravel. Follow the Pimainus mainline and turn left at 36.5 km and follow the short, rough road down to the lake.Note this is a heavy used industrial road and caution should be taken in particularly for the first 13 kilometres where the road is a bit curvy and has some narrow corners.",50.40528,-121.074551,,31313223,636823.0000222344,5585465.0000134865
1808,REC6813,LOSETH MEMORIAL,SIT - Recreation Site,N,,,GRAND FORKS,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,Small campsite right on the Grandby River. A memorial to the Loseth Family.,"From Grand Forks travel north along the Granby Road to the end of the pavement at the Granby-Burrell river junction.  Cross the river and follow the Granby River Forest Service Road (FSR) for 8.7 Km, stay on the main line that follows the river the whole way. The recreation site is on the left, just before a cattle Guard.",49.418735999999996,-118.519963,,31313227,824874.6986373465,5483661.844903246
5022,REC5095,WELSH LAKE TRAILS,RTR - Recreation Trail,N,,,RADIUM HOT SPRINGS,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"Welsh Lake Trail:  This is a popular, fairly steep, summer hiking trail to  scenic lakes and alpine routes.  Elevation gain: 675mHiking distance: 6kmThe picturesque turquoise alpine lakes lie below the Irish peaks to the east and the Welsh Peaks to the west.  Much of the upper portion of trail travels over rock and scree slopes.  Watch for small rock cairns and grubbed route above the western banks of Welsh Creek.  Beyond the first lake the trail is indistinct.   Welsh Lakes (Ski zone)Advanced touring in alpine lake basins that starts from km 36 on the unploughed Forster Creek Forest Service Road. Trail grooming for snowmobiling along the main road is coordinated by the Windermere Valley Snowmobile Society.   ","Driving time:1.5 hours from Invermere or Radium Hot Springs.Follow the Horsethief Forest Service Road from Radium Hot Springs (take the Forsters Landing Road west of town).  At the 9 km mark a 4-corner junction is crossed.  South will lead you to Invermere.  Stay west along the Horsethief FSR.  Turn right at the 14 km mark onto the Forster Creek Forest Service road.  Pass the Radium water intake, stay left at the 18.8 km mark.  At the 36 km mark turn off the main road and park.  From here a 4WD high clearance vehicle can drive to the upper parking area and trailhead 1.5 km further.  The trail follows an old logging roadway for the first 2 km.  ",50.644684999999996,-116.448136,,31316441,963045.4836434665,5630825.409179084
3677,REC2148,GRANBY-BURRELL CK,SIT - Recreation Site,N,,,GRAND FORKS,3,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,A small campsite at the confluence of Burrell Creek and the Granby River.,From Grand Forks travel north along the Granby Road to the end of the pavement at the Granby-Burrell river junction.  Cross the river and recreation site is to the left.,49.367706,-118.459834,,31315096,829575.4440615582,5478252.568488079
4125,REC6079,Ripple Ridge Trail,RTR - Recreation Trail,N,,,SALMO,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"The Trail access Lighting Strike peak with an elevation of 2182m ,7158 ft. With an elevation gain/loss 477m. With great views of the surrounding mountains and Twin Lakes below.",From Salmo BC on Hwy 3 heading eastward it is 37.3 km approx.. The Trail head location is Lat. 49.057030� Long. -117.041127� .  off the hwy. The access road off the hwy is near Bridal Lake and near the truck stop across the hwy. Or 45.6 km approx. from Creston on Hwy 3.,49.057036,-117.041117,,31315544,935238.6729393972,5450921.028524907
4134,REC2941,SNAKING RIVER,SIT - Recreation Site,N,,,NAZKO,2,RDCC,Quesnel-Central Cariboo,Quesnel Natural Resource District,,"Small open site along the river, great base camp for exploring the Nazko area.","From Quesnel take Nazko Hwy to Nazko then head North on the Nazko Road to the 22km mark. Turn right onto the Snaking River Road, travel to the main bridge, the site is off on the right.",53.066252,-123.553969,,31315553,462879.9999592491,5879783.999997218
4138,REC2646,DORSEY LAKE,SIT - Recreation Site,N,,,LIKELY,3,RDCC,Quesnel-Central Cariboo,Cariboo-Chilcotin Natural Resource District,,"Small 3 unit remote rec site with a tough access. The road is suitable for 2 wheel drive, but ground clearance is a must.Used primarily for fishing and has a small car topper boat launch","From 150 Mile House follow the Likely Road through Beaver Valley, at the top of the hill turn right onto Fire Lake Road, approximately 4km turn right onto access road, follow this to the end.Rough road, clearance required.",52.458928,-121.798705,,31315557,581622.0000347593,5812762.000030161
5067,REC6043,LADYSLIPPER TRAIL,RTR - Recreation Trail,N,,,CRESTON,0,RDRM,Rocky Mountain,Selkirk Natural Resource District,,"This trail is ideal for those who enjoy nature studies. A brochure is available which walks you through the trail and describes points of interest; the brochure was produced by the East Kootenay Environmental Society and the Forest Service. The trail ends on the ridgeline Goat Mountain (5100 feet), and provides panoramic views.","Follow highway #3A from Creston towards the Kootenay Lake Ferry for 4.0 km to the Lakeview/Arrow Creek turnoff. Turn right onto this road, and follow it for 1.7 km to the Foster road turnoff on the right. Follow Foster road, and the gravel road it turns into, for 6.7 km to the trailhead on the left. Park on the landing on the right side of the road.",49.112001,-116.491629,,31316486,974823.4000690505,5460335.24305793
3715,REC2045,BUTTS,SIT - Recreation Site,Y,20200320,,FERNIE,4,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,Butts cabin remains closed due to COVID-19 health and safety concerns.,"An open site on the Flathead Border Road.  A short hike to the west leads to Beryl and Marl lakes. Forest Service cabin available for public use. ","At the Morrissey on Hwy 3, turn off onto the Morrissey Road.  This is the same road that goes to Morrissey Provincial Park.  Continue past the park and cross the Elk River.  Turn right and follow Morrissey Road to the 17 km road marker.  Continue staight ahead at the 17 km road marker, crossing over Morrissey Creek.  Here you will see the Lodgepole FSR sign.  Continue straight ahead over a low pass to the 25 km road marker.  The road forks here.  Take the left fork on Lodgepole Creek FSR.  The Lodgepole FSR becomes the Flathead FSR at the junction with Harvey Creek.  Remain on the Flathead FSR until the fork @ the junction of the Flathead FSR and the Kishinea FSR.  Take the right fork and the recreation site is within the 1st km.",49.119952999999995,-114.507176,,31315134,1119363.059064583,5475616.134843961
4168,REC33058,Tunnel Vision,RTR - Recreation Trail,N,,,WHISTLER,0,RDSQ,Squamish,Sea to Sky Natural Resource District,,,,50.086786,-123.002949,,31315587,499789.00001154875,5548280.000006014
4619,REC5660,MARY JANE (26 MILE) LAKE,SIT - Recreation Site,N,,,VANDERHOOF,1,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,A small open one unit campsite in an old landing above Mary Jane (26 Mile) Lake.  Access trail from the site down to the lake is steep and very rough with no turn around.  Canoe launch only.,"From the junction of Hwy 16 and the Holy Cross Forest Service Road which is located 6 km east of the Village of Fraser Lake, drive south on the Holy Cross Forest Service Road 	to (1)26 km. Turn left at the 26 Mile Lake sign onto an unnamed road. The site is located 200 m down this road.",53.860369999999996,-124.799745,,31316038,381638.9999510649,5969488.000013589
4622,REC4741,ROSCOE LK TRAIL,RTR - Recreation Trail,N,,,MERRITT,0,RDCS,Cascades,Cascades Natural Resource District,,"The trailhead is located at the Roscoe Lake Recreation Site. The 0.7 km well marked trail leads to a ""bluffs"" vantage point. The trail also splits and leads to Knight (Echo)Lake located approx 0.8 km further along the trail. Overall to hike both trails would be 3.0 km in length, round trip.",,50.390356999999995,-120.958452,,31316041,645118.0000275851,5584026.000022902
1601,REC3523,MORICE MTN SKI TRAIL / SILVERTHRONE LAKE REC. SITE,SIT - Recreation Site,Y,20201105,,HOUSTON,9,RDSS,Nadina-Skeena,Nadina Natural Resource District,"COVID-19 restrictions in place, contact Morice Mountain Nordic Ski Club for more information","This recreation site hosts a Nordic ski facility, a hiking trail (Pine Trails), and Silverthorne Lake campground. The cross-country ski trails utilize old logging roads - roads that can also be used for mtn biking. When the snow falls, trails are groomed for cross country skiing by the Morice Mountain Nordic Ski Club.The campground hosts a boat launch and picnic shelter. The campsites are spread out along the shoreline - some in private treed sites while others in grassy outcroppings. The ski club maintains a lodge during the ski season and groom the trails regularly. This recreation site is non-motorized except for the access road, Silverthorne FSR, to the Pines Trail. Check the Morice Mtn Nordic Ski Club website for more info.",Approx. 8 km south of Houston on Buckflats Road.,54.334835999999996,-126.65046,,31313020,262689.7394656826,6026922.1438593045
1628,REC169194,DUFFY  4KM STAGING,SIT - Recreation Site,N,,,KAMLOOPS,0,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"COVID-19 information:Recreate only with immediate housemates in small groups.Practice very low risk riding.  Maintain physical separation of at least 2 meters between yourself and all other trail users.Do not travel outside of your immediate community.Park in a way to maintain the minimum 2 meters of physical distancing.This day use staging site caters to ORV users with many trails leading to various areas. There are outhouses available and facilities to support off loading ORV for the day.This day use site is co-managed between the Greater Kamloops Motorcycle Association and the Greater Kamloops ATV Association.","The site is located west of Kamloops near the community of Cherry Creek. If leaving from Kamloops, travel west along the Trans-Canada Highway (Highway #1) towards Savona. Turn off the highway onto Selby Road (which becomes Greenstone Road), and travel for two kilometers. Turn right onto the Dairy Lake Forest Service Road and travel for another two kilometers.  There are signs to direct users.",50.657619999999994,-120.607184,,31313047,669125.9999731326,5614484.000023776
1656,REC1239,CARBON LAKE,SIT - Recreation Site,N,,,HUDSON'S HOPE,6,RDPC,Peace - Ft. Nelson,Peace Natural Resource District,,"The site is a small site nuzzled in the valley beside the lake.  The lake is one of a very few lakes in the Peace that reproduce natural Lake Trout. Please limit your catch and release these valued trout species  The site has 4 campsites in an open environment, with 1 tent pad site.","Access to Carbon Lake can be gained 2 ways.  1. Hudson's Hope via Canyon Drive over the scenic W.A.C Bennett Damn.  From the west side of the damn follow Utah Road to 6.5 km then travel 2km on the Table road which will bring you to 45.5 km on the Johnson Ck FSR.  Carbon Lake is located at 60 km on the Johnson FSR   2. Via the Johnson Creek FSR located north of Chetwynd on Hwy 29.  Carbon Lake is located at the 60 Km marker on the Johnson Creek FSR",55.960117999999994,-122.58131900000001,,31313075,526139.0000124536,6201719.999994804
1664,REC1932,MARA LOOKOUT TRAIL,RTR - Recreation Trail,N,,,SALMON ARM,0,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,"This trail is to an old forestry lookout. One will pass through a number of environments, from timbered slopes to alpine meadows at Mara Lookout.",,50.828658999999995,-118.835037,,31313083,793276.7536396409,5639041.802873583
1448,REC2335,SANCA CREEK TRAIL,RTR - Recreation Trail,N,,,CRESTON,0,RDRM,Rocky Mountain,Selkirk Natural Resource District,,"The trail, leading you generally NE through fir forest, is distinct though rocky and narrow in places, with a moderate ascent and some rock-hopping and log balancing across small waterways. There is a lovely wooden bridge across Sanca Creek after about 10 minutes hiking. About halfway up the trail you will cross the boundary into Kianuko Provincial Park. The trail becomes steeper. After about 1 hours hiking, you will reach the first lake. Some hikers will be happy to picnic here and then return. You may wish to wander along farther, to the right side of the first lake, or north towards Haystack Mountain on the left side through the marshy meadows. 4 hours return to lakes, 5- 6 hours return to saddle below Haystack peak, 6-8 hours return to summit. Distance to summit 4.5 km, elevation gain 1010 metres.","The access starts on Highway 3A between Sanca and Sirdar, on the Sanca Creek Forest Service Road. Kilometre 0 is at Sanca Creek Road, just north of Sanca Creek Bridge. This good gravel road follows the Sanca Creek ravine deep into the Purcell range, and the main road is fairly obvious. Keep straight at 2.8 km, stay left at 9.5 km, and proceed straight at 9.8 km (where a 10 km sign may be visible.) At 14 km keep right, where the road is signposted for Haystack. At 15.6 km the road turns right, crosses a bridge, and becomes steeper and rougher. Reach the trailhead parking at km 17.6 (1673 metres elevation).",49.432945,-116.560163,,31312867,966777.5369188869,5495552.039017524
1454,REC16104,SUNSHINE COAST,RTR - Recreation Trail,N,,,POWELL RIVER,0,RDSI,Sunshine Coast/South Island,Sunshine Coast Natural Resource District,,"Over 168 km RSTBC Trails and 23.55 km Treaty land Trails from Sarah Point to Saltery Bay, this trail provides for hut to hut hiking or for day hikes from several access points along the way.  The varied terrain and forest provides for beautiful vistas and ever changing surroundings.  Check with the Tourism Info Centre in Powell River for more details and for current weather information.",From Saltery Bay Ferry terminal take the logging road to the North (right after unloading from the ferry) at the terminal gates.  Follow for 200 meters to the parking lot on the right,49.783207999999995,-124.171793,,31312873,415644.99995578855,5515186.000013011
1479,REC16127,Cut Yer Bars,RTR - Recreation Trail,N,,,WHISTLER,0,RDSQ,Squamish,Sea to Sky Natural Resource District,,,,50.124697999999995,-122.961766,,31312898,502733.0000425358,5552496.000044765
5071,REC2504,HAMMER LAKE NORTH,SIT - Recreation Site,N,,,100 MILE HOUSE,11,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"Located west of Bonaparte Lake, Hammer Lake recreation site offers 11 campsites and a boat launch. Boaters should be aware that power-driven vessels are prohibited on this lake under the Vessel Operation Restriction Regulations (Transport Canada). Electric motors are permitted.","This recreation site may be accessed either via 70 Mile House, or through Bridge Lake on Hwy 24. From Hwy 97 in 70 Mile House, turn east onto 70 Mile-Green Lake/North Bonaparte Road. Follow this route for approximately 25 km, continuing east past the turnoff to South Green Lake Road, and staying on the North Bonaparte/3200 Road to the 32-40km marker, and turn right onto the Eagan-Bonaparte Forest Service Road (3700 Rd). Follow the 3700 Rd for 7.5 km and turn right and follow the road for another 1.4 km then turn left to stay on the Eagan-Bonaparte FSR at the 3709 km marker. Continue approximately an additional 28 km and turn right onto the access road into Hammer Lake.If accessing the site through Bridge Lake, travel along Hwy 24 to Bridge Lake and turn south onto the Bridge Lake Business Route. Travel 0.8 km to the Bridge Lake Store and keep right onto North Bonaparte Road. Travel 2.2 km and turn left onto the Eagan-Bonaparte Forest Service Road (3700 Road). After passing Eagan Lake, continue travelling south east towards Bonaparte Lake. Follow the road south past Bonaparte Lake and then turn northwest remaining on the 3700 Road. Follow the road for another 0.8 km and turn left onto the access road into Hammer Lake.",51.244153999999995,-120.706682,,31316490,660065.9999682308,5679474.999977278
5076,REC2988,PENDLETON LAKE,SIT - Recreation Site,N,,,100 MILE HOUSE,3,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"The recreation site has a steep boat launch. The site is popular for hunting, fishing and camping. The recreation site is not suitable for RVs. The road is rough in areas(4x4). ","From 100 Mile House, travel north on Hwy 97 for about 1.5 km, then turn east onto Canim-Hendrix Lake Road.  Travel about 20 km to the community of Forest Grove, then turn right/east at the 3-way stop sign, remaining on the Canim-Hendrix Lake Road.  Proceed another 25 km, at which point the road becomes the 6000 Road (gravel).  Travel to 60-18km and turn right onto the Spanish Creek Forest Service Road (7000 Road). Travel 9.4 km and turn right onto the Pendleton Forest Service Road (7100 Road).  Continue another 10.5km to the Pendleton Lake Recreation Site.",51.949918999999994,-120.470322,,31316495,673843.9999571709,5758490.99996716
3705,REC0522,MITTEN LAKE,SIT - Recreation Site,N,,,HAZELTON,1,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,,"A small 1 unit campsite on Mitten Lake which is popular with anaglers who come looking for cutthroat and rainbow.  In the fall, it sees a lot of use by hunters.  The area is quite pretty and many local paddlers enjoy the serene waters and observing wildlife along the shorelines.","24km on Helen Lake Forest Service Road.   Turn at Poplar Park road at 28km on Kispiox Valley Trail (north of Hazelton and Kispiox) - OR - travel to 58km on Kispiox Trail, take bridge over Kispiox River and turn left on Helen Lake Forest Service Road.",55.572385999999995,-128.076597,,31315124,180048.08652380266,6170193.202603271
3706,REC1749,NOREEN LAKE,SIT - Recreation Site,N,,,ENDERBY,1,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,This is a small timbered site on Noreen Lake with rough road access.,"From HWY 97A to Enderby then turn East on the Enderby - Mabel Lake Road. Just before Mabel Lake turn left onto Beattie Rd. After 3.2 km Beattie turns into Holiday, after another 1 km turn right onto Noreen and go another 5.5 km to the Recreation Site.",50.67928,-118.702939,,31315125,803540.9751342945,5622973.703738941
