Device Information
******************************
Device Type:    TempU03
Firmware Ver:   5.02
ID:             TZ0325122310
Start Delay:    30 min
Log Interval:   10 min
Description:    Temperature and Humidity Recording
Note:
All times shown are based on UTC-7:00 and 24-Hour clock[MM/DD/YY HH:MM:SS]

Logging Summary
******************************
First Point:   07/13/26 05:06:15
Stop Time:     07/18/26 05:46:15
Number of Points:   725
Trip Length:   05d 00h 40m 00s
Start Mode:    Button Start
Stop Mode:     USB Stop
Max:    29.5C @07/13/26 13:26:15 /63.8%RH @07/17/26 12:56:15
Min:    13.1C @07/13/26 06:36:15 /36.5%RH @07/13/26 13:46:15
Average:22.2C/49.6%RH
MKT:    22.4C

Marked Events
******************************
1. 07/13/26 05:16:15 23.8C 51.9%RH

Alarm Condition	 ,Alarm Delay	 ,First Point Time	  ,Time of Violations 	,No.of Violations	  ,Status
******************************,******************************,******************************,******************************
H1:Over 8.0C,00d 00h 10m 00s(single), 07/13/26 05:16:15,05d 00h 40m 00s,1,Alarm
L1:Below 2.0C,00d 00h 10m 00s(single),00/00/00 00:00:00,00d 00h 00m 00s,0,OK

H1:Over 80.0%RH,00d 00h 10m 00s(single),00/00/00 00:00:00,00d 00h 00m 00s,0,OK
L1:Below 40.0%RH,00d 00h 10m 00s(single), 07/13/26 13:46:15,00d 00h 40m 00s,1,Alarm

Date,Time,Temperature(C),Humidity(%RH)
07/17/2026, 00:16:15, 22.3,49.1
07/17/2026, 00:26:15, 22.3,49.1
07/17/2026, 00:36:15, 22.3,49.2
07/17/2026, 00:46:15, 22.3,49.2
07/17/2026, 00:56:15, 22.2,49.2
07/17/2026, 01:06:15, 22.2,49.2
07/17/2026, 01:16:15, 22.2,49.3
07/17/2026, 01:26:15, 22.1,49.3
07/17/2026, 01:36:15, 22.1,49.3
07/17/2026, 01:46:15, 22.1,49.3
07/17/2026, 01:56:15, 22.1,49.3
07/17/2026, 02:06:15, 22.1,49.3
07/17/2026, 02:16:15, 22.0,49.3
07/17/2026, 02:26:15, 22.0,49.3
07/17/2026, 02:36:15, 22.0,49.4
07/17/2026, 02:46:15, 22.0,49.3
07/17/2026, 02:56:15, 21.9,49.3
07/17/2026, 03:06:15, 21.9,49.4
07/17/2026, 03:16:15, 21.9,49.4
07/17/2026, 03:26:15, 21.9,49.4
07/17/2026, 03:36:15, 21.9,49.4
07/17/2026, 03:46:15, 21.9,49.4
07/17/2026, 03:56:15, 21.8,49.5
07/17/2026, 04:06:15, 21.8,49.5
07/17/2026, 04:16:15, 21.8,49.5
07/17/2026, 04:26:15, 21.8,49.5
07/17/2026, 04:36:15, 21.7,49.5
07/17/2026, 04:46:15, 21.7,49.5
07/17/2026, 04:56:15, 21.7,49.5
07/17/2026, 05:06:15, 21.7,49.5
07/17/2026, 05:16:15, 21.7,49.5
07/17/2026, 05:26:15, 21.7,49.5
07/17/2026, 05:36:15, 21.6,49.5
07/17/2026, 05:46:15, 21.6,49.6
07/17/2026, 05:56:15, 21.6,49.6
07/17/2026, 06:06:15, 21.6,49.6
07/17/2026, 06:16:15, 21.6,49.6
07/17/2026, 06:26:15, 21.5,49.6
07/17/2026, 06:36:15, 21.5,49.7
07/17/2026, 06:46:15, 21.5,49.6
07/17/2026, 06:56:15, 21.5,49.6
07/17/2026, 07:06:15, 21.5,49.6
07/17/2026, 07:16:15, 21.5,50.5
07/17/2026, 07:26:15, 21.4,50.6
07/17/2026, 07:36:15, 21.3,50.4
07/17/2026, 07:46:15, 21.2,50.4
07/17/2026, 07:56:15, 20.9,50.8
07/17/2026, 08:06:15, 20.8,51.1
07/17/2026, 08:16:15, 20.5,51.4
07/17/2026, 08:26:15, 20.4,51.5
07/17/2026, 08:36:15, 20.2,51.8
07/17/2026, 08:46:15, 20.0,52.0
07/17/2026, 08:56:15, 19.8,52.3
07/17/2026, 09:06:15, 19.7,52.6
07/17/2026, 09:16:15, 19.6,52.7
07/17/2026, 09:26:15, 19.5,53.1
07/17/2026, 09:36:15, 19.3,53.4
07/17/2026, 09:46:15, 19.2,53.6
07/17/2026, 09:56:15, 19.1,53.7
07/17/2026, 10:06:15, 19.0,53.8
07/17/2026, 10:16:15, 18.9,53.8
07/17/2026, 10:26:15, 18.8,53.8
07/17/2026, 10:36:15, 18.7,54.0
07/17/2026, 10:46:15, 18.7,54.1
07/17/2026, 10:56:15, 18.6,54.3
07/17/2026, 11:06:15, 18.5,54.5
07/17/2026, 11:16:15, 18.5,54.9
07/17/2026, 11:26:15, 18.6,55.4
07/17/2026, 11:36:15, 18.8,55.6
07/17/2026, 11:46:15, 18.9,55.8
07/17/2026, 11:56:15, 18.9,55.8
07/17/2026, 12:06:15, 18.9,55.8
07/17/2026, 12:16:15, 18.9,56.0
07/17/2026, 12:26:15, 18.9,56.3
07/17/2026, 12:36:15, 18.9,56.5
07/17/2026, 12:46:15, 19.1,54.5
07/17/2026, 12:56:15, 20.6,63.8
07/17/2026, 13:06:15, 22.1,58.1
07/17/2026, 13:16:15, 22.3,57.7
07/17/2026, 13:26:15, 22.4,57.5
07/17/2026, 13:36:15, 22.5,57.6
07/17/2026, 13:46:15, 22.5,57.7
07/17/2026, 13:56:15, 22.6,57.6
07/17/2026, 14:06:15, 22.6,57.6
07/17/2026, 14:16:15, 22.7,57.6
07/17/2026, 14:26:15, 22.7,57.6
07/17/2026, 14:36:15, 22.7,57.6
07/17/2026, 14:46:15, 22.8,57.7
07/17/2026, 14:56:15, 22.8,57.3
07/17/2026, 15:06:15, 22.6,56.6
07/17/2026, 15:16:15, 22.5,56.8
07/17/2026, 15:26:15, 22.5,56.9
07/17/2026, 15:36:15, 22.5,56.4
07/17/2026, 15:46:15, 22.4,56.0
07/17/2026, 15:56:15, 22.3,55.5
07/17/2026, 16:06:15, 22.3,55.1
07/17/2026, 16:16:15, 22.2,54.8
07/17/2026, 16:26:15, 22.1,56.0
07/17/2026, 16:36:15, 22.1,57.7
07/17/2026, 16:46:15, 22.1,58.5
07/17/2026, 16:56:15, 22.1,58.9
07/17/2026, 17:06:15, 22.2,59.0
07/17/2026, 17:16:15, 22.2,59.0
07/17/2026, 17:26:15, 22.2,58.9
07/17/2026, 17:36:15, 22.4,58.8
07/17/2026, 17:46:15, 22.4,58.7
07/17/2026, 17:56:15, 22.4,58.6
07/17/2026, 18:06:15, 22.4,58.7
07/17/2026, 18:16:15, 22.6,58.6
07/17/2026, 18:26:15, 22.7,58.5
07/17/2026, 18:36:15, 22.8,58.4
07/17/2026, 18:46:15, 22.8,58.2
07/17/2026, 18:56:15, 22.9,58.1
07/17/2026, 19:06:15, 22.9,58.1
07/17/2026, 19:16:15, 22.8,58.1
07/17/2026, 19:26:15, 22.9,58.3
07/17/2026, 19:36:15, 22.9,57.7
07/17/2026, 19:46:15, 22.9,56.8
07/17/2026, 19:56:15, 22.8,56.2
07/17/2026, 20:06:15, 22.7,55.8
07/17/2026, 20:16:15, 22.5,55.4
07/17/2026, 20:26:15, 22.5,55.0
07/17/2026, 20:36:15, 22.4,55.7
07/17/2026, 20:46:15, 22.4,55.4
07/17/2026, 20:56:15, 22.3,55.1
07/17/2026, 21:06:15, 22.2,55.1
07/17/2026, 21:16:15, 22.1,55.0
07/17/2026, 21:26:15, 22.0,55.1
07/17/2026, 21:36:15, 22.0,55.8
07/17/2026, 21:46:15, 21.9,55.6
07/17/2026, 21:56:15, 21.9,55.3
07/17/2026, 22:06:15, 21.8,55.3
07/17/2026, 22:16:15, 21.8,55.1
07/17/2026, 22:26:15, 21.7,55.0
07/17/2026, 22:36:15, 21.8,55.4
07/17/2026, 22:46:15, 21.7,55.3
07/17/2026, 22:56:15, 21.7,55.1
07/17/2026, 23:06:15, 21.6,55.0
07/17/2026, 23:16:15, 21.5,55.0
07/17/2026, 23:26:15, 21.5,54.9
07/17/2026, 23:36:15, 21.4,55.0
07/17/2026, 23:46:15, 21.3,55.9
07/17/2026, 23:56:15, 21.3,55.8
07/18/2026, 00:06:15, 21.2,56.4
07/18/2026, 00:16:15, 21.2,58.0
07/18/2026, 00:26:15, 21.2,59.1
07/18/2026, 00:36:15, 21.2,59.6
07/18/2026, 00:46:15, 21.3,59.8
07/18/2026, 00:56:15, 21.3,59.9
07/18/2026, 01:06:15, 21.3,59.9
07/18/2026, 01:16:15, 21.3,59.8
07/18/2026, 01:26:15, 21.3,59.8
07/18/2026, 01:36:15, 21.3,59.7
07/18/2026, 01:46:15, 21.4,59.7
07/18/2026, 01:56:15, 21.4,59.7
07/18/2026, 02:06:15, 21.4,59.7
07/18/2026, 02:16:15, 21.4,59.7
07/18/2026, 02:26:15, 21.4,59.6
07/18/2026, 02:36:15, 21.4,59.6
07/18/2026, 02:46:15, 21.4,59.6
07/18/2026, 02:56:15, 21.4,59.6
07/18/2026, 03:06:15, 21.4,59.6
07/18/2026, 03:16:15, 21.4,59.6
07/18/2026, 03:26:15, 21.5,59.6
07/18/2026, 03:36:15, 21.5,59.6
07/18/2026, 03:46:15, 21.5,59.6
07/18/2026, 03:56:15, 21.5,59.6
07/18/2026, 04:06:15, 21.5,59.6
07/18/2026, 04:16:15, 21.4,59.6
07/18/2026, 04:26:15, 21.5,59.6
07/18/2026, 04:36:15, 21.4,59.6
07/18/2026, 04:46:15, 21.4,59.6
07/18/2026, 04:56:15, 21.5,59.6
07/18/2026, 05:06:15, 21.4,59.6
07/18/2026, 05:16:15, 21.4,59.6
07/18/2026, 05:26:15, 21.5,59.7
07/18/2026, 05:36:15, 21.5,59.6
07/18/2026, 05:46:15, 21.7,59.3
